"","ProvinceName","Total_Exp_per","Total_Exp_per_Real","Net_Inc_per_Real","Cum_Total_Exp_per_Real","Cum_Net_Inc_per_Real","Year"
"296","Ilam",4773343.60143777,20195572.5769512,16336976.493548,3029497451123.32,2450677169844.16,"1393"
"297","Kohkiluyeh and Buyer Ahmad",6070008.38121384,25869766.0160553,16784821.6404509,4497122514933.01,2917823039511.07,"1393"
"298","Bushehr",5949155.05287966,25203287.1706262,19628725.864171,7070328556550.15,5506485724127.64,"1393"
"299","Zanjan",5222841.37072813,22170650.0660462,19610567.7824872,7037562938514.78,6224923699491.5,"1393"
"300","Semnan",5193570.55567135,21911387.6524677,23426611.4636784,4424062546746.8,4729996840796.92,"1393"
"301","Yazd",5927445.28073005,24937102.2667425,22315672.2498171,8488065932451.53,7595786204720.48,"1393"
"302","Hormozgan",6450541.76946643,27418292.2206526,19309099.9215213,12392355208137.2,8727211127929.66,"1393"
"303","Tehran",11143703.3452541,46449125.5757142,28901821.9569343,189052353760087,117633161037808,"1393"
"304","Ardabil",5282120.84817397,22436812.9026918,19604918.3123656,8343106441053.05,7290069269534.85,"1393"
"305","Qom",5083546.26864875,21198587.2837678,28238501.1114182,7550300832859.63,10057706940853.9,"1393"
"306","Qazvin",6113898.55104058,25796834.632115,21929744.2346164,9984871219037.16,8488082943962.14,"1393"
"307","Golestan",4448553.50281735,18946010.277637,18305975.8197944,10318414009427.2,9969837162928.07,"1393"
"308","North Khorasan",4831494.23580448,20588276.7539019,18850646.4591662,5468308070666.59,5006788251493.92,"1393"
"309","South Khorasan",5783874.71903727,24625319.5795747,20559623.9836556,4861333588842.95,4058716489861.39,"1393"
"310","Alborz",8772911.22196436,36642116.0892429,24607243.0660567,29816092925093.9,20023184362524,"1393"
"311","Markazi",5316495.8256456,25704831.9357478,17749380.1636801,11608224987687.9,8015566833777.42,"1392"
"312","Gilan",5976062.75739852,29012410.9930972,20414480.7122113,23806133840385.9,16751102148405,"1392"
"313","Mazandaran",6179138.52670049,30216078.724244,24243118.3631196,29917997107629.3,24003960000467.4,"1392"
"314","East Azarbaijan",5732349.43358178,27767477.3844496,19183978.1395136,32075323825873.2,22160180508077.8,"1392"
"315","West Azarbaijan",5448719.10304025,26470408.2610496,17896865.4467786,23529757666513,15908666870565,"1392"
"316","Kermanshah",5574853.99387685,26965370.3979363,18971166.250035,15219929186855.2,10707800510676,"1392"
"317","Khuzestan",5940107.12402718,28693849.6252451,23261490.5049816,34695627375959,28127003427946.6,"1392"
"318","Fars",5550994.22570579,26839107.4597111,19301433.3030671,35951011281390.4,25854289210891.6,"1392"
"319","Kerman",3984657.4626733,19435845.6525149,16005476.7526,16564879711953.7,13641227754089.7,"1392"
"320","Razavi Khorasan",5828548.57365341,28133300.1682846,19457261.1778416,51542203372609.2,35647083943349.3,"1392"
"321","Esfahan",6925375.42372332,33283815.9561418,20909192.4224942,51467130734957.6,32332114244019.5,"1392"
"322","Sistan and Baluchistan",3156808.21455272,15407696.8809747,11863997.4779739,9783086319181.13,7533021470644.57,"1392"
"323","Kurdistan",4640586.11005811,22467984.1196069,17797456.5046754,9609826423765.31,7612185716527.72,"1392"
"324","Hamadan",3713913.90331527,18068028.1937311,16492961.4937228,9708041888632.65,8861750675384.69,"1392"
"325","Chahar Mahaal and Bakhtiari",5953493.9757683,28899743.0249854,18773136.7089372,7227045437487.16,4694654616214.04,"1392"
"326","Lorestan",4399199.79833686,21336925.1379325,15386727.5348113,10535405503806.1,7597412134498.55,"1392"
"327","Ilam",5065756.36605681,24584783.1885942,15965135.4785133,3566539081952.58,2316078169003.43,"1392"
"328","Kohkiluyeh and Buyer Ahmad",5194809.83605012,25358191.5924307,16840155.0918958,4255839936766.06,2826266388917.78,"1392"
"329","Bushehr",4723553.11381513,22900529.1278404,19897437.5263672,6161616367136.75,5353604540844.37,"1392"
"330","Zanjan",5165745.69066255,25120299.449915,17970867.5586324,7717458397002.84,5521009931363.01,"1392"
"331","Semnan",4969037.42869389,24016303.3468906,21337583.33113,4722661955345.96,4195907736566.73,"1392"
"332","Yazd",4816098.84601712,23223288.3446214,22314022.5607538,7667586666166.97,7367376200838.95,"1392"
"333","Hormozgan",5026468.30030733,24508465.0406163,16158359.7071191,10621797189347.8,7002919988547.43,"1392"
"334","Tehran",9536167.68815603,45632784.8846447,27629235.8965221,180577554384882,109334108368122,"1392"
"335","Ardabil",4951056.25535969,24098839.6957227,19793696.9252444,8688764355773.74,7136558045306.11,"1392"
"336","Qom",3933718.3123108,18829382.4585111,22815865.238803,6485573664627.16,7858673806988.12,"1392"
"337","Qazvin",5955178.34237959,28806699.7390238,22547099.4768218,10815907517512.6,8465646705064.9,"1392"
"338","Golestan",4037860.65921513,19708628.7964795,18319751.5528974,10326631687347.4,9598908622413.89,"1392"
"339","North Khorasan",4571923.89719851,22325271.5863839,19527033.8993636,5742774260708.71,5022977984001.1,"1392"
"340","South Khorasan",5551404.97715422,27055942.69194,18535974.1945148,5212110912060.67,3570807140779.7,"1392"
"341","Alborz",6486396.03307063,31097203.8339325,22310893.9982164,24326378545966.5,17453120737090.8,"1392"
"342","Markazi",4957361.25620912,31824101.5240647,20784329.6625423,14334434577179.9,9361823256909.96,"1391"
"343","Gilan",4516260.33623761,29391826.6698765,21340479.857787,23299312486784.4,16916897149985.8,"1391"
"344","Mazandaran",4217769.17770504,27536721.6431076,24233768.1660062,26330971212520.9,23172644159321.3,"1391"
"345","East Azarbaijan",4214544.24267503,27151012.4092229,21299245.7063022,29734947109196.2,23326273620925.3,"1391"
"346","West Azarbaijan",4244666.05793009,27469456.9889404,16687037.4758149,22605769873392.6,13732463994422.1,"1391"
"347","Kermanshah",4627201.27615893,29722770.1653063,20593962.4422659,15460090842092.9,10711805406607.5,"1391"
"348","Khuzestan",4389306.21769657,28214991.0873049,22062452.1623712,29320144073203.6,22926616351119.1,"1391"
"349","Fars",5385693.71782212,34774872.3980249,26619891.3434593,42514715747653.3,32544680559773.1,"1391"
"350","Kerman",3281652.34365658,21226129.6992105,17109595.1738249,17088796176629.5,13774644211328.5,"1391"
"351","Razavi Khorasan",3927605.06094591,25172866.8834191,21080466.6225664,44955417435357.9,37646930766309.4,"1391"
"352","Esfahan",5196868.02389565,33112982.8202008,21665074.7012239,50753659513800.3,33206969927703.3,"1391"
"353","Sistan and Baluchistan",2359802.20353131,15397104.3845144,12849581.9808562,9443629208989.32,7881136912974.36,"1391"
"354","Kurdistan",3556145.33582924,22970690.6062732,19776366.4352621,9241568244715.83,7956427744234.67,"1391"
"355","Hamadan",3907828.06836537,25217373.1212755,21727916.5937201,12610149168278.8,10865218516022.5,"1391"
"356","Chahar Mahaal and Bakhtiari",4575035.99096944,29716661.5238361,19172288.3752999,7024929634250.27,4532271455055.76,"1391"
"357","Lorestan",4000268.9564305,25799925.6819915,16930514.9205816,11847687072130,7774729478739.94,"1391"
"358","Ilam",2843876.56624934,18429221.1403719,15782266.295976,2550364625952.64,2184060485901.24,"1391"
"359","Kohkiluyeh and Buyer Ahmad",3416694.44642787,22263277.3670955,16662029.2270273,3447713396345.77,2580298508126.68,"1391"
"360","Bushehr",3202902.85755399,20623006.784025,21189281.1334952,5179674383875.73,5321899849488.66,"1391"
"361","Zanjan",5022055.07945986,32585871.4163758,18974939.5795169,9402099237381.17,5474896241696.76,"1391"
"362","Semnan",3915657.3345457,25075798.93573,20592523.7723277,4956357038641.7,4070215286219.43,"1391"
"363","Yazd",4073361.23674262,26042178.5483561,23608935.9803592,8033471424358.7,7282866608319.97,"1391"
"364","South Khorasan",3788206.57747211,24621472.1967402,18092604.243344,5395272692818.52,3964609948425.84,"1391"
"365","Hormozgan",3766236.60606183,24490014.9692377,17636030.5496649,9716462419074.99,6997130392640.65,"1391"
"366","Tehran",7369296.28010339,46619633.6755536,27537100.6538193,183588536991034,108441350208646,"1391"
"367","Ardabil",4652742.78226367,30197889.0757329,23870431.0258724,10499413459074.4,8299438552092.49,"1391"
"368","Qom",3434355.3010756,21738688.9479781,22863907.5930958,7279613029320.46,7656413871792.39,"1391"
"369","Qazvin",4509589.81540328,29036243.8546415,25727540.6330417,11149859567694.6,9879324148006.76,"1391"
"370","Golestan",3243565.03312779,21080800.9679887,23724178.7117431,9958085518855.59,11206756367317.1,"1391"
"371","North Khorasan",3636999.92618749,23686371.9459872,20563086.2765157,5721822125504.34,4967342499472.78,"1391"
"372","Alborz",4414022.49654169,27965739.1883656,21851391.1272827,23757091200690.9,18562909722364.6,"1391"
"373","Markazi",4061095.93618411,33752858.3979937,21679509.118095,14399408179743.2,9248760423397.84,"1390"
"374","Gilan",3443386.30912876,29055586.7632248,23117876.7235263,22585285313682.6,17969826109594.4,"1390"
"375","Mazandaran",3536762.21817573,30129915.9717951,27693794.5438225,28051012029573.2,25782978107887.8,"1390"
"376","East Azarbaijan",3344215.58160114,27849046.2262294,19055140.5519366,30228886471491.9,20683497587802.3,"1390"
"377","West Azarbaijan",3423148.31455285,28714915.5933269,18347164.2773973,23608025284884.8,15084157804990.7,"1390"
"378","Kermanshah",3548882.25913183,29502364.386562,20296243.7643366,15638347792749.3,10758450228405.7,"1390"
